88.783600 281.489239	7.78e-01  9.01e-01  5.40e+02	0.0000 65.9608 0.3642	
88.783600 281.489239	7.38e-01  8.99e-01  5.47e+02	7.1041 61.0894 0.1649	
88.783600 281.489239	8.56e-01  9.70e-01  5.13e+02	13.6670 78.4530 0.2894	
88.783600 281.489239	8.21e-01  9.37e-01  5.25e+02	-30.4254 67.2451 0.1355	
88.783600 281.489239	7.43e-01  9.58e-01  5.34e+02	0.1921 69.1876 0.7635	
88.783600 281.489239	7.43e-01  8.59e-01  5.55e+02	-3.7355 56.2946 0.9101	
88.783600 281.489239	7.47e-01  9.28e-01  5.40e+02	1.2547 66.0479 0.0918	
88.783600 281.489239	8.39e-01  9.14e-01  5.27e+02	-2.7430 72.9981 0.1463	
88.783600 281.489239	8.35e-01  9.53e-01  5.20e+02	1.2200 76.4247 0.6952	
88.783600 281.489239	8.67e-01  9.17e-01  5.21e+02	10.7285 75.1275 0.3703	
88.783600 281.489239	8.89e-01  9.11e-01  5.19e+02	-5.4930 76.9976 0.2729	
88.783600 281.489239	6.41e-01  9.46e-01  5.53e+02	-6.0925 57.4042 0.4448	
88.783600 281.489239	8.95e-01  9.07e-01  5.18e+02	8.9265 76.8680 0.8965	
88.783600 281.489239	8.44e-01  8.97e-01  5.29e+02	-10.7621 71.0665 0.7813	
88.783600 281.489239	7.73e-01  9.32e-01  5.35e+02	-7.2895 68.5570 0.4494	
88.783600 281.489239	7.94e-01  9.37e-01  5.30e+02	-5.3013 71.1576 0.3780	
88.783600 281.489239	7.82e-01  9.19e-01  5.36e+02	-11.6320 67.3997 0.4606	
88.783600 281.489239	7.47e-01  8.38e-01  5.58e+02	12.8898 52.1546 0.3782	
88.783600 281.489239	7.32e-01  9.66e-01  5.34e+02	31.8119 61.4588 0.4071	
88.783600 281.489239	6.96e-01  9.33e-01  5.47e+02	6.6492 61.2295 0.9563	
88.783600 281.489239	9.02e-01  9.74e-01  5.05e+02	-29.8377 77.8194 0.0469	
88.783600 281.489239	8.50e-01  9.22e-01  5.23e+02	7.1170 74.4934 0.9649	
88.783600 281.489239	8.66e-01  9.20e-01  5.21e+02	-1.9401 76.0286 0.7409	
88.783600 281.489239	6.70e-01  9.22e-01  5.53e+02	3.4306 57.1976 0.9016	
88.783600 281.489239	6.64e-01  8.44e-01  5.72e+02	9.5851 41.3163 0.8256	
88.783600 281.489239	8.53e-01  9.31e-01  5.21e+02	25.5821 71.4463 0.0427	
88.783600 281.489239	7.81e-01  8.45e-01  5.51e+02	5.6330 59.0102 0.4340	
88.783600 281.489239	7.46e-01  9.16e-01  5.42e+02	10.9173 63.5056 0.9090	
88.783600 281.489239	8.55e-01  8.96e-01  5.27e+02	-6.1011 72.6159 0.3454	
88.783600 281.489239	7.75e-01  9.51e-01  5.30e+02	28.6306 65.2030 0.0986	
88.783600 281.489239	6.79e-01  9.76e-01  5.40e+02	-33.3323 56.5744 0.9795	
88.783600 281.489239	7.18e-01  9.76e-01  5.34e+02	-21.2393 65.8079 0.6715	
88.783600 281.489239	7.85e-01  8.99e-01  5.39e+02	-26.9245 60.6475 0.7330	
88.783600 281.489239	7.66e-01  8.65e-01  5.49e+02	2.4872 60.0827 0.6913	
88.783600 281.489239	7.70e-01  8.90e-01  5.44e+02	10.8877 62.8064 0.4836	
88.783600 281.489239	7.73e-01  8.77e-01  5.46e+02	9.8612 61.6541 0.7293	
88.783600 281.489239	8.41e-01  9.29e-01  5.24e+02	0.3599 74.6736 0.9683	
88.783600 281.489239	8.11e-01  9.66e-01  5.22e+02	6.9940 75.3947 0.1151	
88.783600 281.489239	8.22e-01  8.70e-01  5.38e+02	28.2754 60.7061 0.8244	
88.783600 281.489239	6.81e-01  8.95e-01  5.58e+02	12.2117 52.7963 0.5463	
88.783600 281.489239	7.81e-01  9.15e-01  5.37e+02	11.8613 66.7761 0.0963	
88.783600 281.489239	8.10e-01  8.44e-01  5.45e+02	-6.1863 62.2512 0.4934	
88.783600 281.489239	8.03e-01  9.02e-01  5.35e+02	1.9526 68.4286 0.6945	
88.783600 281.489239	7.95e-01  9.07e-01  5.36e+02	-3.8771 68.1629 0.1725	
88.783600 281.489239	7.63e-01  8.31e-01  5.57e+02	-4.2626 54.7611 0.4979	
88.783600 281.489239	8.99e-01  9.42e-01  5.11e+02	17.2972 78.6382 0.2567	
88.783600 281.489239	7.10e-01  9.41e-01  5.43e+02	-12.4009 62.8940 0.9420	
88.783600 281.489239	7.43e-01  9.20e-01  5.42e+02	-12.6391 63.3511 0.7430	
88.783600 281.489239	7.83e-01  9.38e-01  5.32e+02	-4.2489 70.4817 0.3257	
88.783600 281.489239	8.72e-01  9.20e-01  5.20e+02	25.1987 72.2762 0.2156	
88.783600 281.489239	7.32e-01  9.38e-01  5.40e+02	-2.9859 65.7235 0.5321	
88.783600 281.489239	7.91e-01  9.43e-01  5.29e+02	-23.9437 67.6471 0.9067	
88.783600 281.489239	6.35e-01  9.67e-01  5.49e+02	-7.7837 59.9080 0.7324	
88.783600 281.489239	6.30e-01  9.75e-01  5.48e+02	-7.4149 60.6378 0.1094	
88.783600 281.489239	8.04e-01  9.13e-01  5.33e+02	-10.0171 69.0048 0.2678	
88.783600 281.489239	6.61e-01  9.61e-01  5.46e+02	-22.7288 57.6714 0.6859	
88.783600 281.489239	8.17e-01  9.11e-01  5.31e+02	32.4192 62.9808 0.1360	
88.783600 281.489239	7.42e-01  8.87e-01  5.49e+02	6.0592 60.0096 0.0662	
88.783600 281.489239	8.26e-01  8.40e-01  5.43e+02	-9.3374 63.2050 0.5805	
88.783600 281.489239	7.89e-01  8.75e-01  5.43e+02	16.5478 61.7974 0.6249	
88.783600 281.489239	9.14e-01  9.51e-01  5.07e+02	-20.5702 79.8243 0.3085	
88.783600 281.489239	7.90e-01  8.92e-01  5.40e+02	48.8842 44.3630 0.9477	
88.783600 281.489239	6.11e-01  9.49e-01  5.57e+02	7.9099 54.4155 0.4954	
88.783600 281.489239	7.67e-01  8.78e-01  5.47e+02	-2.4556 61.8327 0.2442	
88.783600 281.489239	7.00e-01  9.61e-01  5.40e+02	6.1754 65.4302 0.2419	
88.783600 281.489239	8.12e-01  8.94e-01  5.35e+02	5.3360 68.3706 0.4789	
88.783600 281.489239	7.28e-01  8.82e-01  5.53e+02	-19.4602 54.5722 0.6968	
88.783600 281.489239	7.07e-01  8.24e-01  5.69e+02	-6.4146 44.9483 0.3164	
